stock_conc,con_mean_red_value
S2_0.08,21.413764482663
S2_0.02,4.705519499602141
S2_0.1,2.9938088876229747
RPOC_0.08,3.1841615276572144
RPOC_0.02,4.582784393687307
RPOC_0.1,3.4404018072434415
6803_0.08,4.569666921356578
6803_0.02,2.5816769070095487
6803_0.04,14.651738484700521
6803_0.1,1.2367768464265045
7002_0.02,1.655459745430652
NMG_0.08,3.6582274260344327
NMG_0.02,3.7502462128062306
NMG_0.1,3.5356328516830633
7942_0.06,6.98235782576196
7942_0.08,4.2714357729311345
