stock_conc,con_mean_red_value
S2_0.02,6.656432540328415
S2_0.04,6.898260987835166
RPOC_0.08,6.800019440827547
RPOC_0.02,2.726191202799479
RPOC_0.04,6.826458777910397
6803_0.08,3.4614977424527393
6803_0.04,5.763917145905672
7002_0.02,6.545636024004147
7002_0.1,1.1627110610773534
NMG_0.08,12.21253835419078
NMG_0.02,10.296727686752508
NMG_0.04,10.627541812849634
7942_0.06,3.1545500578703702
7942_0.08,3.480705167040413
7942_0.04,4.086990544825424
